591783305344856064	2	0.1959694	1429927109	nhttp rvhtq1yqdq ivwdfl3dcf 
591783413486596096	4	0.0025850215	1429927135	rt twinepal sfrooc 
591783414149308417	4	0.0025850215	1429927135	rt twinepal p7nych 
591783416955314176	4	0.0025850215	1429927136	rt twinepal debb2h 
591783610945916928	4	0.4106444	1429927182	nepal effsftnllb 
591784121271103488	0	0.72513753	1429927303	nepal news ljgex2ulzy 9774u 
591784476109221890	4	0.0121867275	1429927388	rt bisnuprawa power money muscle media nmoney power 
591785365079531521	2	0.388082	1429927600	nepal nhttp guw3aar38u bt9m6jtdab 
591785641878290432	4	0.4106444	1429927666	nepal heehq0jjs5 
591785691908038656	4	0.33528978	1429927678	nepal g0jafidv72 anjluecxwa 
591785762124738560	0	0.31054488	1429927695	rt nagarik_news nhttp tqvow2bb9p bvarx0w0ag 
591785951854260225	2	0.388082	1429927740	nepal nhttp xjv0jixju8 2haf9j1rrl 
591786328942977024	2	0.4481185	1429927830	nepal nhttp uklummbvfi 
591787338772062208	4	4.2270785E-4	1429928071	rt river_nadii 
591788278157684736	3	5.926036E-4	1429928295	smadixit sanpokh 
591788719004221442	4	0.33584732	1429928400	rt thejangiinisaan nepal 1qf0sbp8i1 
591789032608174082	4	0.33584732	1429928474	rt thejangiinisaan nepal vdfuorwdfc 
591789271607971841	4	9.6567563E-4	1429928531	rt thejangiinisaan 
591790412219580416	3	6.559036E-4	1429928803	rt manjeetkaur9992 msg9successfulweeks nhappy summer tarsem_i 
591790536073216000	0	0.72513753	1429928833	nepal news tcatud1krr 9774u 
591790537033682945	0	0.72513753	1429928833	nepal news afq048xg5i 9774u 
591790537809629184	0	0.72513753	1429928833	nepal news plyaipgkom 9774u 
591790538531078146	0	0.72513753	1429928833	nepal news ais7k22ih9 9774u 
591790658110693376	3	2.0951545E-4	1429928862	rt bholeshwar7799 
591792230517460992	2	0.15201704	1429929237	rt prashant68 nhttp vyc9ec0jg8 nvia nepalmagazine 
591792601881186305	4	2.5291502E-4	1429929325	i_europe_pd 
591792615344852992	3	8.710339E-8	1429929329	invisible_alwz 
591793881890492416	4	0.031507995	1429929631	kathmandu rightnow 
591794034064031744	3	0.01990397	1429929667	rt vikash143suman yesiamsaffron daily food 
591794596339982337	1	5.037179E-4	1429929801	nraining janakpurdham 
591797085223133184	2	0.34711108	1429930394	rt arghelothapa nepal reshamfilili nhttp x2pbuit8l2 
591797275128635392	2	0.1959694	1429930440	nhttp rki6y6wzsy ib9nfpt28z 
591797380061638656	0	0.72513753	1429930465	nepal news zgycheiirp 9774u 
591798179735031809	3	0.0101235695	1429930655	rt etvrajasthan2 water 
591799486357340160	4	0.41322944	1429930967	rt twinepal nepal 
591805382378573824	4	0.33528993	1429932373	bibaspaneru goal_nepal le 
591806483764940800	0	0.72513753	1429932635	nepal news 2xg3j9exdi 9774u 
591806486973534209	0	0.72513753	1429932636	nepal news tmsm6axmen 9774u 
591806488223420416	0	0.72513753	1429932636	nepal news qss7u08yrq 9774u 
591806489469198336	0	0.72513753	1429932636	nepal news ceupphxoev 9774u 
591811104356978688	3	3.4841356E-8	1429933737	phucchi_jamuna 
591811628703715329	2	0.0040000305	1429933862	rt online_khabar 3bfssdg7sa tz00fvjtu1 
591812485163798529	4	0.41194507	1429934066	pearl_nepal 
591812765435580418	4	1.0468797E-5	1429934133	rt rocks_pokharel 
591813596293640192	0	0.72513753	1429934331	nepal news utga9vlx8d 9774u 
591813597052805120	0	0.72513753	1429934331	nepal news mn6as9c68e 9774u 
591813734344994816	0	8.4535155E-4	1429934364	rt _tankjoshi ckxhud84ck 
591813778636865536	4	0.0013006399	1429934374	rt dineshtimilsna buddha bo 
591813971532996608	4	0.0023899525	1429934420	rip_desire 2 
591815332097961985	4	0.24009874	1429934745	global azure boot camp gabc nepal 
591816597188153344	0	0.72513753	1429935046	nepal news okhbatjc7s 9774u 
